Metadata_Plate,Metadata_Well,Metadata_Row,Metadata_FieldID,Metadata_Assay_Plate_Barcode,Metadata_Plate_Map_Name,Metadata_well_position,Metadata_plating_density,Metadata_line_ID,FileName_OrigDNA,FileName_OrigER,FileName_OrigRNA,FileName_OrigAGP,FileName_OrigMito
cmqtlpl1.5-31-2019-mt,A12,1,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,A12,10000,34,r01c12f05p01-ch5sk1fk1fl1.tiff,r01c12f05p01-ch4sk1fk1fl1.tiff,r01c12f05p01-ch3sk1fk1fl1.tiff,r01c12f05p01-ch2sk1fk1fl1.tiff,r01c12f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,A18,1,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,A18,10000,2,r01c18f05p01-ch5sk1fk1fl1.tiff,r01c18f05p01-ch4sk1fk1fl1.tiff,r01c18f05p01-ch3sk1fk1fl1.tiff,r01c18f05p01-ch2sk1fk1fl1.tiff,r01c18f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,A20,1,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,A20,10000,16,r01c20f05p01-ch5sk1fk1fl1.tiff,r01c20f05p01-ch4sk1fk1fl1.tiff,r01c20f05p01-ch3sk1fk1fl1.tiff,r01c20f05p01-ch2sk1fk1fl1.tiff,r01c20f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,B07,2,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,B07,10000,26,r02c07f05p01-ch5sk1fk1fl1.tiff,r02c07f05p01-ch4sk1fk1fl1.tiff,r02c07f05p01-ch3sk1fk1fl1.tiff,r02c07f05p01-ch2sk1fk1fl1.tiff,r02c07f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,B10,2,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,B10,10000,4,r02c10f05p01-ch5sk1fk1fl1.tiff,r02c10f05p01-ch4sk1fk1fl1.tiff,r02c10f05p01-ch3sk1fk1fl1.tiff,r02c10f05p01-ch2sk1fk1fl1.tiff,r02c10f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,B24,2,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,B24,10000,12,r02c24f05p01-ch5sk1fk1fl1.tiff,r02c24f05p01-ch4sk1fk1fl1.tiff,r02c24f05p01-ch3sk1fk1fl1.tiff,r02c24f05p01-ch2sk1fk1fl1.tiff,r02c24f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,C04,3,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,C04,10000,39,r03c04f05p01-ch5sk1fk1fl1.tiff,r03c04f05p01-ch4sk1fk1fl1.tiff,r03c04f05p01-ch3sk1fk1fl1.tiff,r03c04f05p01-ch2sk1fk1fl1.tiff,r03c04f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,C23,3,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,C23,10000,29,r03c23f05p01-ch5sk1fk1fl1.tiff,r03c23f05p01-ch4sk1fk1fl1.tiff,r03c23f05p01-ch3sk1fk1fl1.tiff,r03c23f05p01-ch2sk1fk1fl1.tiff,r03c23f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,D07,4,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,D07,10000,42,r04c07f05p01-ch5sk1fk1fl1.tiff,r04c07f05p01-ch4sk1fk1fl1.tiff,r04c07f05p01-ch3sk1fk1fl1.tiff,r04c07f05p01-ch2sk1fk1fl1.tiff,r04c07f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,D09,4,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,D09,10000,7,r04c09f05p01-ch5sk1fk1fl1.tiff,r04c09f05p01-ch4sk1fk1fl1.tiff,r04c09f05p01-ch3sk1fk1fl1.tiff,r04c09f05p01-ch2sk1fk1fl1.tiff,r04c09f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,D16,4,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,D16,10000,38,r04c16f05p01-ch5sk1fk1fl1.tiff,r04c16f05p01-ch4sk1fk1fl1.tiff,r04c16f05p01-ch3sk1fk1fl1.tiff,r04c16f05p01-ch2sk1fk1fl1.tiff,r04c16f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,D17,4,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,D17,10000,43,r04c17f05p01-ch5sk1fk1fl1.tiff,r04c17f05p01-ch4sk1fk1fl1.tiff,r04c17f05p01-ch3sk1fk1fl1.tiff,r04c17f05p01-ch2sk1fk1fl1.tiff,r04c17f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,D20,4,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,D20,10000,18,r04c20f05p01-ch5sk1fk1fl1.tiff,r04c20f05p01-ch4sk1fk1fl1.tiff,r04c20f05p01-ch3sk1fk1fl1.tiff,r04c20f05p01-ch2sk1fk1fl1.tiff,r04c20f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,E05,5,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,E05,10000,32,r05c05f05p01-ch5sk1fk1fl1.tiff,r05c05f05p01-ch4sk1fk1fl1.tiff,r05c05f05p01-ch3sk1fk1fl1.tiff,r05c05f05p01-ch2sk1fk1fl1.tiff,r05c05f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,E12,5,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,E12,10000,33,r05c12f05p01-ch5sk1fk1fl1.tiff,r05c12f05p01-ch4sk1fk1fl1.tiff,r05c12f05p01-ch3sk1fk1fl1.tiff,r05c12f05p01-ch2sk1fk1fl1.tiff,r05c12f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,E15,5,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,E15,10000,9,r05c15f05p01-ch5sk1fk1fl1.tiff,r05c15f05p01-ch4sk1fk1fl1.tiff,r05c15f05p01-ch3sk1fk1fl1.tiff,r05c15f05p01-ch2sk1fk1fl1.tiff,r05c15f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,F01,6,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,F01,10000,27,r06c01f05p01-ch5sk1fk1fl1.tiff,r06c01f05p01-ch4sk1fk1fl1.tiff,r06c01f05p01-ch3sk1fk1fl1.tiff,r06c01f05p01-ch2sk1fk1fl1.tiff,r06c01f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,F18,6,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,F18,10000,23,r06c18f05p01-ch5sk1fk1fl1.tiff,r06c18f05p01-ch4sk1fk1fl1.tiff,r06c18f05p01-ch3sk1fk1fl1.tiff,r06c18f05p01-ch2sk1fk1fl1.tiff,r06c18f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,F20,6,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,F20,10000,22,r06c20f05p01-ch5sk1fk1fl1.tiff,r06c20f05p01-ch4sk1fk1fl1.tiff,r06c20f05p01-ch3sk1fk1fl1.tiff,r06c20f05p01-ch2sk1fk1fl1.tiff,r06c20f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,F22,6,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,F22,10000,3,r06c22f05p01-ch5sk1fk1fl1.tiff,r06c22f05p01-ch4sk1fk1fl1.tiff,r06c22f05p01-ch3sk1fk1fl1.tiff,r06c22f05p01-ch2sk1fk1fl1.tiff,r06c22f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,F24,6,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,F24,10000,28,r06c24f05p01-ch5sk1fk1fl1.tiff,r06c24f05p01-ch4sk1fk1fl1.tiff,r06c24f05p01-ch3sk1fk1fl1.tiff,r06c24f05p01-ch2sk1fk1fl1.tiff,r06c24f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,G04,7,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,G04,10000,35,r07c04f05p01-ch5sk1fk1fl1.tiff,r07c04f05p01-ch4sk1fk1fl1.tiff,r07c04f05p01-ch3sk1fk1fl1.tiff,r07c04f05p01-ch2sk1fk1fl1.tiff,r07c04f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,G09,7,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,G09,10000,24,r07c09f05p01-ch5sk1fk1fl1.tiff,r07c09f05p01-ch4sk1fk1fl1.tiff,r07c09f05p01-ch3sk1fk1fl1.tiff,r07c09f05p01-ch2sk1fk1fl1.tiff,r07c09f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,G19,7,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,G19,10000,10,r07c19f05p01-ch5sk1fk1fl1.tiff,r07c19f05p01-ch4sk1fk1fl1.tiff,r07c19f05p01-ch3sk1fk1fl1.tiff,r07c19f05p01-ch2sk1fk1fl1.tiff,r07c19f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,G21,7,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,G21,10000,45,r07c21f05p01-ch5sk1fk1fl1.tiff,r07c21f05p01-ch4sk1fk1fl1.tiff,r07c21f05p01-ch3sk1fk1fl1.tiff,r07c21f05p01-ch2sk1fk1fl1.tiff,r07c21f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,G24,7,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,G24,10000,11,r07c24f05p01-ch5sk1fk1fl1.tiff,r07c24f05p01-ch4sk1fk1fl1.tiff,r07c24f05p01-ch3sk1fk1fl1.tiff,r07c24f05p01-ch2sk1fk1fl1.tiff,r07c24f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,H06,8,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,H06,10000,13,r08c06f05p01-ch5sk1fk1fl1.tiff,r08c06f05p01-ch4sk1fk1fl1.tiff,r08c06f05p01-ch3sk1fk1fl1.tiff,r08c06f05p01-ch2sk1fk1fl1.tiff,r08c06f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,H11,8,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,H11,10000,17,r08c11f05p01-ch5sk1fk1fl1.tiff,r08c11f05p01-ch4sk1fk1fl1.tiff,r08c11f05p01-ch3sk1fk1fl1.tiff,r08c11f05p01-ch2sk1fk1fl1.tiff,r08c11f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,H17,8,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,H17,10000,31,r08c17f05p01-ch5sk1fk1fl1.tiff,r08c17f05p01-ch4sk1fk1fl1.tiff,r08c17f05p01-ch3sk1fk1fl1.tiff,r08c17f05p01-ch2sk1fk1fl1.tiff,r08c17f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,I14,9,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,I14,10000,47,r09c14f05p01-ch5sk1fk1fl1.tiff,r09c14f05p01-ch4sk1fk1fl1.tiff,r09c14f05p01-ch3sk1fk1fl1.tiff,r09c14f05p01-ch2sk1fk1fl1.tiff,r09c14f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,I16,9,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,I16,10000,5,r09c16f05p01-ch5sk1fk1fl1.tiff,r09c16f05p01-ch4sk1fk1fl1.tiff,r09c16f05p01-ch3sk1fk1fl1.tiff,r09c16f05p01-ch2sk1fk1fl1.tiff,r09c16f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,J09,10,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,J09,10000,20,r10c09f05p01-ch5sk1fk1fl1.tiff,r10c09f05p01-ch4sk1fk1fl1.tiff,r10c09f05p01-ch3sk1fk1fl1.tiff,r10c09f05p01-ch2sk1fk1fl1.tiff,r10c09f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,J24,10,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,J24,10000,19,r10c24f05p01-ch5sk1fk1fl1.tiff,r10c24f05p01-ch4sk1fk1fl1.tiff,r10c24f05p01-ch3sk1fk1fl1.tiff,r10c24f05p01-ch2sk1fk1fl1.tiff,r10c24f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,K05,11,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,K05,10000,41,r11c05f05p01-ch5sk1fk1fl1.tiff,r11c05f05p01-ch4sk1fk1fl1.tiff,r11c05f05p01-ch3sk1fk1fl1.tiff,r11c05f05p01-ch2sk1fk1fl1.tiff,r11c05f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,K12,11,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,K12,10000,48,r11c12f05p01-ch5sk1fk1fl1.tiff,r11c12f05p01-ch4sk1fk1fl1.tiff,r11c12f05p01-ch3sk1fk1fl1.tiff,r11c12f05p01-ch2sk1fk1fl1.tiff,r11c12f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,K22,11,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,K22,10000,46,r11c22f05p01-ch5sk1fk1fl1.tiff,r11c22f05p01-ch4sk1fk1fl1.tiff,r11c22f05p01-ch3sk1fk1fl1.tiff,r11c22f05p01-ch2sk1fk1fl1.tiff,r11c22f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,L02,12,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,L02,10000,6,r12c02f05p01-ch5sk1fk1fl1.tiff,r12c02f05p01-ch4sk1fk1fl1.tiff,r12c02f05p01-ch3sk1fk1fl1.tiff,r12c02f05p01-ch2sk1fk1fl1.tiff,r12c02f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,L04,12,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,L04,10000,40,r12c04f05p01-ch5sk1fk1fl1.tiff,r12c04f05p01-ch4sk1fk1fl1.tiff,r12c04f05p01-ch3sk1fk1fl1.tiff,r12c04f05p01-ch2sk1fk1fl1.tiff,r12c04f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,L18,12,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,L18,10000,30,r12c18f05p01-ch5sk1fk1fl1.tiff,r12c18f05p01-ch4sk1fk1fl1.tiff,r12c18f05p01-ch3sk1fk1fl1.tiff,r12c18f05p01-ch2sk1fk1fl1.tiff,r12c18f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,M14,13,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,M14,10000,25,r13c14f05p01-ch5sk1fk1fl1.tiff,r13c14f05p01-ch4sk1fk1fl1.tiff,r13c14f05p01-ch3sk1fk1fl1.tiff,r13c14f05p01-ch2sk1fk1fl1.tiff,r13c14f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,N04,14,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,N04,10000,36,r14c04f05p01-ch5sk1fk1fl1.tiff,r14c04f05p01-ch4sk1fk1fl1.tiff,r14c04f05p01-ch3sk1fk1fl1.tiff,r14c04f05p01-ch2sk1fk1fl1.tiff,r14c04f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,N18,14,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,N18,10000,44,r14c18f05p01-ch5sk1fk1fl1.tiff,r14c18f05p01-ch4sk1fk1fl1.tiff,r14c18f05p01-ch3sk1fk1fl1.tiff,r14c18f05p01-ch2sk1fk1fl1.tiff,r14c18f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,N20,14,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,N20,10000,15,r14c20f05p01-ch5sk1fk1fl1.tiff,r14c20f05p01-ch4sk1fk1fl1.tiff,r14c20f05p01-ch3sk1fk1fl1.tiff,r14c20f05p01-ch2sk1fk1fl1.tiff,r14c20f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,N22,14,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,N22,10000,37,r14c22f05p01-ch5sk1fk1fl1.tiff,r14c22f05p01-ch4sk1fk1fl1.tiff,r14c22f05p01-ch3sk1fk1fl1.tiff,r14c22f05p01-ch2sk1fk1fl1.tiff,r14c22f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,O12,15,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,O12,10000,21,r15c12f05p01-ch5sk1fk1fl1.tiff,r15c12f05p01-ch4sk1fk1fl1.tiff,r15c12f05p01-ch3sk1fk1fl1.tiff,r15c12f05p01-ch2sk1fk1fl1.tiff,r15c12f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,P05,16,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,P05,10000,8,r16c05f05p01-ch5sk1fk1fl1.tiff,r16c05f05p01-ch4sk1fk1fl1.tiff,r16c05f05p01-ch3sk1fk1fl1.tiff,r16c05f05p01-ch2sk1fk1fl1.tiff,r16c05f05p01-ch1sk1fk1fl1.tiff
cmqtlpl261-2019-mt,A05,1,5,cmqtlpl261-2019-mt,cmQTL_plate2_6.3.2019,A05,10000,57,r01c05f05p01-ch5sk1fk1fl1.tiff,r01c05f05p01-ch4sk1fk1fl1.tiff,r01c05f05p01-ch3sk1fk1fl1.tiff,r01c05f05p01-ch2sk1fk1fl1.tiff,r01c05f05p01-ch1sk1fk1fl1.tiff
cmqtlpl261-2019-mt,A11,1,5,cmqtlpl261-2019-mt,cmQTL_plate2_6.3.2019,A11,10000,82,r01c11f05p01-ch5sk1fk1fl1.tiff,r01c11f05p01-ch4sk1fk1fl1.tiff,r01c11f05p01-ch3sk1fk1fl1.tiff,r01c11f05p01-ch2sk1fk1fl1.tiff,r01c11f05p01-ch1sk1fk1fl1.tiff
cmqtlpl261-2019-mt,A18,1,5,cmqtlpl261-2019-mt,cmQTL_plate2_6.3.2019,A18,10000,50,r01c18f05p01-ch5sk1fk1fl1.tiff,r01c18f05p01-ch4sk1fk1fl1.tiff,r01c18f05p01-ch3sk1fk1fl1.tiff,r01c18f05p01-ch2sk1fk1fl1.tiff,r01c18f05p01-ch1sk1fk1fl1.tiff
cmqtlpl261-2019-mt,A24,1,5,cmqtlpl261-2019-mt,cmQTL_plate2_6.3.2019,A24,10000,60,r01c24f05p01-ch5sk1fk1fl1.tiff,r01c24f05p01-ch4sk1fk1fl1.tiff,r01c24f05p01-ch3sk1fk1fl1.tiff,r01c24f05p01-ch2sk1fk1fl1.tiff,r01c24f05p01-ch1sk1fk1fl1.tiff
cmqtlpl261-2019-mt,B09,2,5,cmqtlpl261-2019-mt,cmQTL_plate2_6.3.2019,B09,10000,52,r02c09f05p01-ch5sk1fk1fl1.tiff,r02c09f05p01-ch4sk1fk1fl1.tiff,r02c09f05p01-ch3sk1fk1fl1.tiff,r02c09f05p01-ch2sk1fk1fl1.tiff,r02c09f05p01-ch1sk1fk1fl1.tiff
cmqtlpl261-2019-mt,B22,2,5,cmqtlpl261-2019-mt,cmQTL_plate2_6.3.2019,B22,10000,68,r02c22f05p01-ch5sk1fk1fl1.tiff,r02c22f05p01-ch4sk1fk1fl1.tiff,r02c22f05p01-ch3sk1fk1fl1.tiff,r02c22f05p01-ch2sk1fk1fl1.tiff,r02c22f05p01-ch1sk1fk1fl1.tiff
cmqtlpl261-2019-mt,C04,3,5,cmqtlpl261-2019-mt,cmQTL_plate2_6.3.2019,C04,10000,87,r03c04f05p01-ch5sk1fk1fl1.tiff,r03c04f05p01-ch4sk1fk1fl1.tiff,r03c04f05p01-ch3sk1fk1fl1.tiff,r03c04f05p01-ch2sk1fk1fl1.tiff,r03c04f05p01-ch1sk1fk1fl1.tiff
cmqtlpl261-2019-mt,C05,3,5,cmqtlpl261-2019-mt,cmQTL_plate2_6.3.2019,C05,10000,85,r03c05f05p01-ch5sk1fk1fl1.tiff,r03c05f05p01-ch4sk1fk1fl1.tiff,r03c05f05p01-ch3sk1fk1fl1.tiff,r03c05f05p01-ch2sk1fk1fl1.tiff,r03c05f05p01-ch1sk1fk1fl1.tiff
cmqtlpl261-2019-mt,C09,3,5,cmqtlpl261-2019-mt,cmQTL_plate2_6.3.2019,C09,10000,55,r03c09f05p01-ch5sk1fk1fl1.tiff,r03c09f05p01-ch4sk1fk1fl1.tiff,r03c09f05p01-ch3sk1fk1fl1.tiff,r03c09f05p01-ch2sk1fk1fl1.tiff,r03c09f05p01-ch1sk1fk1fl1.tiff
cmqtlpl261-2019-mt,C11,3,5,cmqtlpl261-2019-mt,cmQTL_plate2_6.3.2019,C11,10000,77,r03c11f05p01-ch5sk1fk1fl1.tiff,r03c11f05p01-ch4sk1fk1fl1.tiff,r03c11f05p01-ch3sk1fk1fl1.tiff,r03c11f05p01-ch2sk1fk1fl1.tiff,r03c11f05p01-ch1sk1fk1fl1.tiff
cmqtlpl261-2019-mt,C15,3,5,cmqtlpl261-2019-mt,cmQTL_plate2_6.3.2019,C15,10000,86,r03c15f05p01-ch5sk1fk1fl1.tiff,r03c15f05p01-ch4sk1fk1fl1.tiff,r03c15f05p01-ch3sk1fk1fl1.tiff,r03c15f05p01-ch2sk1fk1fl1.tiff,r03c15f05p01-ch1sk1fk1fl1.tiff
