Metadata_Plate,Metadata_Well,Metadata_Row,Metadata_FieldID,Metadata_Assay_Plate_Barcode,Metadata_Plate_Map_Name,Metadata_well_position,Metadata_plating_density,Metadata_line_ID,FileName_OrigDNA,FileName_OrigER,FileName_OrigRNA,FileName_OrigAGP,FileName_OrigMito
cmqtlpl261-2019-mt,C19,3,5,cmqtlpl261-2019-mt,cmQTL_plate2_6.3.2019,C19,10000,66,r03c19f05p01-ch5sk1fk1fl1.tiff,r03c19f05p01-ch4sk1fk1fl1.tiff,r03c19f05p01-ch3sk1fk1fl1.tiff,r03c19f05p01-ch2sk1fk1fl1.tiff,r03c19f05p01-ch1sk1fk1fl1.tiff
cmqtlpl261-2019-mt,D07,4,5,cmqtlpl261-2019-mt,cmQTL_plate2_6.3.2019,D07,10000,90,r04c07f05p01-ch5sk1fk1fl1.tiff,r04c07f05p01-ch4sk1fk1fl1.tiff,r04c07f05p01-ch3sk1fk1fl1.tiff,r04c07f05p01-ch2sk1fk1fl1.tiff,r04c07f05p01-ch1sk1fk1fl1.tiff
cmqtlpl261-2019-mt,D21,4,5,cmqtlpl261-2019-mt,cmQTL_plate2_6.3.2019,D21,10000,54,r04c21f05p01-ch5sk1fk1fl1.tiff,r04c21f05p01-ch4sk1fk1fl1.tiff,r04c21f05p01-ch3sk1fk1fl1.tiff,r04c21f05p01-ch2sk1fk1fl1.tiff,r04c21f05p01-ch1sk1fk1fl1.tiff
cmqtlpl261-2019-mt,E02,5,5,cmqtlpl261-2019-mt,cmQTL_plate2_6.3.2019,E02,10000,75,r05c02f05p01-ch5sk1fk1fl1.tiff,r05c02f05p01-ch4sk1fk1fl1.tiff,r05c02f05p01-ch3sk1fk1fl1.tiff,r05c02f05p01-ch2sk1fk1fl1.tiff,r05c02f05p01-ch1sk1fk1fl1.tiff
cmqtlpl261-2019-mt,E17,5,5,cmqtlpl261-2019-mt,cmQTL_plate2_6.3.2019,E17,10000,71,r05c17f05p01-ch5sk1fk1fl1.tiff,r05c17f05p01-ch4sk1fk1fl1.tiff,r05c17f05p01-ch3sk1fk1fl1.tiff,r05c17f05p01-ch2sk1fk1fl1.tiff,r05c17f05p01-ch1sk1fk1fl1.tiff
cmqtlpl261-2019-mt,E22,5,5,cmqtlpl261-2019-mt,cmQTL_plate2_6.3.2019,E22,10000,51,r05c22f05p01-ch5sk1fk1fl1.tiff,r05c22f05p01-ch4sk1fk1fl1.tiff,r05c22f05p01-ch3sk1fk1fl1.tiff,r05c22f05p01-ch2sk1fk1fl1.tiff,r05c22f05p01-ch1sk1fk1fl1.tiff
cmqtlpl261-2019-mt,E24,5,5,cmqtlpl261-2019-mt,cmQTL_plate2_6.3.2019,E24,10000,76,r05c24f05p01-ch5sk1fk1fl1.tiff,r05c24f05p01-ch4sk1fk1fl1.tiff,r05c24f05p01-ch3sk1fk1fl1.tiff,r05c24f05p01-ch2sk1fk1fl1.tiff,r05c24f05p01-ch1sk1fk1fl1.tiff
cmqtlpl261-2019-mt,F06,6,5,cmqtlpl261-2019-mt,cmQTL_plate2_6.3.2019,F06,10000,80,r06c06f05p01-ch5sk1fk1fl1.tiff,r06c06f05p01-ch4sk1fk1fl1.tiff,r06c06f05p01-ch3sk1fk1fl1.tiff,r06c06f05p01-ch2sk1fk1fl1.tiff,r06c06f05p01-ch1sk1fk1fl1.tiff
cmqtlpl261-2019-mt,F13,6,5,cmqtlpl261-2019-mt,cmQTL_plate2_6.3.2019,F13,10000,62,r06c13f05p01-ch5sk1fk1fl1.tiff,r06c13f05p01-ch4sk1fk1fl1.tiff,r06c13f05p01-ch3sk1fk1fl1.tiff,r06c13f05p01-ch2sk1fk1fl1.tiff,r06c13f05p01-ch1sk1fk1fl1.tiff
cmqtlpl261-2019-mt,G01,7,5,cmqtlpl261-2019-mt,cmQTL_plate2_6.3.2019,G01,10000,53,r07c01f05p01-ch5sk1fk1fl1.tiff,r07c01f05p01-ch4sk1fk1fl1.tiff,r07c01f05p01-ch3sk1fk1fl1.tiff,r07c01f05p01-ch2sk1fk1fl1.tiff,r07c01f05p01-ch1sk1fk1fl1.tiff
cmqtlpl261-2019-mt,G10,7,5,cmqtlpl261-2019-mt,cmQTL_plate2_6.3.2019,G10,10000,72,r07c10f05p01-ch5sk1fk1fl1.tiff,r07c10f05p01-ch4sk1fk1fl1.tiff,r07c10f05p01-ch3sk1fk1fl1.tiff,r07c10f05p01-ch2sk1fk1fl1.tiff,r07c10f05p01-ch1sk1fk1fl1.tiff
cmqtlpl261-2019-mt,G11,7,5,cmqtlpl261-2019-mt,cmQTL_plate2_6.3.2019,G11,10000,65,r07c11f05p01-ch5sk1fk1fl1.tiff,r07c11f05p01-ch4sk1fk1fl1.tiff,r07c11f05p01-ch3sk1fk1fl1.tiff,r07c11f05p01-ch2sk1fk1fl1.tiff,r07c11f05p01-ch1sk1fk1fl1.tiff
cmqtlpl261-2019-mt,G19,7,5,cmqtlpl261-2019-mt,cmQTL_plate2_6.3.2019,G19,10000,58,r07c19f05p01-ch5sk1fk1fl1.tiff,r07c19f05p01-ch4sk1fk1fl1.tiff,r07c19f05p01-ch3sk1fk1fl1.tiff,r07c19f05p01-ch2sk1fk1fl1.tiff,r07c19f05p01-ch1sk1fk1fl1.tiff
cmqtlpl261-2019-mt,G23,7,5,cmqtlpl261-2019-mt,cmQTL_plate2_6.3.2019,G23,10000,59,r07c23f05p01-ch5sk1fk1fl1.tiff,r07c23f05p01-ch4sk1fk1fl1.tiff,r07c23f05p01-ch3sk1fk1fl1.tiff,r07c23f05p01-ch2sk1fk1fl1.tiff,r07c23f05p01-ch1sk1fk1fl1.tiff
cmqtlpl261-2019-mt,H17,8,5,cmqtlpl261-2019-mt,cmQTL_plate2_6.3.2019,H17,10000,79,r08c17f05p01-ch5sk1fk1fl1.tiff,r08c17f05p01-ch4sk1fk1fl1.tiff,r08c17f05p01-ch3sk1fk1fl1.tiff,r08c17f05p01-ch2sk1fk1fl1.tiff,r08c17f05p01-ch1sk1fk1fl1.tiff
cmqtlpl261-2019-mt,I13,9,5,cmqtlpl261-2019-mt,cmQTL_plate2_6.3.2019,I13,10000,1,r09c13f05p01-ch5sk1fk1fl1.tiff,r09c13f05p01-ch4sk1fk1fl1.tiff,r09c13f05p01-ch3sk1fk1fl1.tiff,r09c13f05p01-ch2sk1fk1fl1.tiff,r09c13f05p01-ch1sk1fk1fl1.tiff
cmqtlpl261-2019-mt,I18,9,5,cmqtlpl261-2019-mt,cmQTL_plate2_6.3.2019,I18,10000,88,r09c18f05p01-ch5sk1fk1fl1.tiff,r09c18f05p01-ch4sk1fk1fl1.tiff,r09c18f05p01-ch3sk1fk1fl1.tiff,r09c18f05p01-ch2sk1fk1fl1.tiff,r09c18f05p01-ch1sk1fk1fl1.tiff
cmqtlpl261-2019-mt,I23,9,5,cmqtlpl261-2019-mt,cmQTL_plate2_6.3.2019,I23,10000,67,r09c23f05p01-ch5sk1fk1fl1.tiff,r09c23f05p01-ch4sk1fk1fl1.tiff,r09c23f05p01-ch3sk1fk1fl1.tiff,r09c23f05p01-ch2sk1fk1fl1.tiff,r09c23f05p01-ch1sk1fk1fl1.tiff
cmqtlpl261-2019-mt,L06,12,5,cmqtlpl261-2019-mt,cmQTL_plate2_6.3.2019,L06,10000,89,r12c06f05p01-ch5sk1fk1fl1.tiff,r12c06f05p01-ch4sk1fk1fl1.tiff,r12c06f05p01-ch3sk1fk1fl1.tiff,r12c06f05p01-ch2sk1fk1fl1.tiff,r12c06f05p01-ch1sk1fk1fl1.tiff
cmqtlpl261-2019-mt,L09,12,5,cmqtlpl261-2019-mt,cmQTL_plate2_6.3.2019,L09,10000,74,r12c09f05p01-ch5sk1fk1fl1.tiff,r12c09f05p01-ch4sk1fk1fl1.tiff,r12c09f05p01-ch3sk1fk1fl1.tiff,r12c09f05p01-ch2sk1fk1fl1.tiff,r12c09f05p01-ch1sk1fk1fl1.tiff
cmqtlpl261-2019-mt,L17,12,5,cmqtlpl261-2019-mt,cmQTL_plate2_6.3.2019,L17,10000,78,r12c17f05p01-ch5sk1fk1fl1.tiff,r12c17f05p01-ch4sk1fk1fl1.tiff,r12c17f05p01-ch3sk1fk1fl1.tiff,r12c17f05p01-ch2sk1fk1fl1.tiff,r12c17f05p01-ch1sk1fk1fl1.tiff
cmqtlpl261-2019-mt,L22,12,5,cmqtlpl261-2019-mt,cmQTL_plate2_6.3.2019,L22,10000,94,r12c22f05p01-ch5sk1fk1fl1.tiff,r12c22f05p01-ch4sk1fk1fl1.tiff,r12c22f05p01-ch3sk1fk1fl1.tiff,r12c22f05p01-ch2sk1fk1fl1.tiff,r12c22f05p01-ch1sk1fk1fl1.tiff
cmqtlpl261-2019-mt,M03,13,5,cmqtlpl261-2019-mt,cmQTL_plate2_6.3.2019,M03,10000,84,r13c03f05p01-ch5sk1fk1fl1.tiff,r13c03f05p01-ch4sk1fk1fl1.tiff,r13c03f05p01-ch3sk1fk1fl1.tiff,r13c03f05p01-ch2sk1fk1fl1.tiff,r13c03f05p01-ch1sk1fk1fl1.tiff
cmqtlpl261-2019-mt,M07,13,5,cmqtlpl261-2019-mt,cmQTL_plate2_6.3.2019,M07,10000,64,r13c07f05p01-ch5sk1fk1fl1.tiff,r13c07f05p01-ch4sk1fk1fl1.tiff,r13c07f05p01-ch3sk1fk1fl1.tiff,r13c07f05p01-ch2sk1fk1fl1.tiff,r13c07f05p01-ch1sk1fk1fl1.tiff
cmqtlpl261-2019-mt,M10,13,5,cmqtlpl261-2019-mt,cmQTL_plate2_6.3.2019,M10,10000,93,r13c10f05p01-ch5sk1fk1fl1.tiff,r13c10f05p01-ch4sk1fk1fl1.tiff,r13c10f05p01-ch3sk1fk1fl1.tiff,r13c10f05p01-ch2sk1fk1fl1.tiff,r13c10f05p01-ch1sk1fk1fl1.tiff
cmqtlpl261-2019-mt,M13,13,5,cmqtlpl261-2019-mt,cmQTL_plate2_6.3.2019,M13,10000,73,r13c13f05p01-ch5sk1fk1fl1.tiff,r13c13f05p01-ch4sk1fk1fl1.tiff,r13c13f05p01-ch3sk1fk1fl1.tiff,r13c13f05p01-ch2sk1fk1fl1.tiff,r13c13f05p01-ch1sk1fk1fl1.tiff
cmqtlpl261-2019-mt,M18,13,5,cmqtlpl261-2019-mt,cmQTL_plate2_6.3.2019,M18,10000,92,r13c18f05p01-ch5sk1fk1fl1.tiff,r13c18f05p01-ch4sk1fk1fl1.tiff,r13c18f05p01-ch3sk1fk1fl1.tiff,r13c18f05p01-ch2sk1fk1fl1.tiff,r13c18f05p01-ch1sk1fk1fl1.tiff
cmqtlpl261-2019-mt,M20,13,5,cmqtlpl261-2019-mt,cmQTL_plate2_6.3.2019,M20,10000,63,r13c20f05p01-ch5sk1fk1fl1.tiff,r13c20f05p01-ch4sk1fk1fl1.tiff,r13c20f05p01-ch3sk1fk1fl1.tiff,r13c20f05p01-ch2sk1fk1fl1.tiff,r13c20f05p01-ch1sk1fk1fl1.tiff
cmqtlpl261-2019-mt,N05,14,5,cmqtlpl261-2019-mt,cmQTL_plate2_6.3.2019,N05,10000,91,r14c05f05p01-ch5sk1fk1fl1.tiff,r14c05f05p01-ch4sk1fk1fl1.tiff,r14c05f05p01-ch3sk1fk1fl1.tiff,r14c05f05p01-ch2sk1fk1fl1.tiff,r14c05f05p01-ch1sk1fk1fl1.tiff
cmqtlpl261-2019-mt,O05,15,5,cmqtlpl261-2019-mt,cmQTL_plate2_6.3.2019,O05,10000,56,r15c05f05p01-ch5sk1fk1fl1.tiff,r15c05f05p01-ch4sk1fk1fl1.tiff,r15c05f05p01-ch3sk1fk1fl1.tiff,r15c05f05p01-ch2sk1fk1fl1.tiff,r15c05f05p01-ch1sk1fk1fl1.tiff
cmqtlpl261-2019-mt,O19,15,5,cmqtlpl261-2019-mt,cmQTL_plate2_6.3.2019,O19,10000,61,r15c19f05p01-ch5sk1fk1fl1.tiff,r15c19f05p01-ch4sk1fk1fl1.tiff,r15c19f05p01-ch3sk1fk1fl1.tiff,r15c19f05p01-ch2sk1fk1fl1.tiff,r15c19f05p01-ch1sk1fk1fl1.tiff
cmqtlpl261-2019-mt,O22,15,5,cmqtlpl261-2019-mt,cmQTL_plate2_6.3.2019,O22,10000,83,r15c22f05p01-ch5sk1fk1fl1.tiff,r15c22f05p01-ch4sk1fk1fl1.tiff,r15c22f05p01-ch3sk1fk1fl1.tiff,r15c22f05p01-ch2sk1fk1fl1.tiff,r15c22f05p01-ch1sk1fk1fl1.tiff
cmqtlpl261-2019-mt,O24,15,5,cmqtlpl261-2019-mt,cmQTL_plate2_6.3.2019,O24,10000,70,r15c24f05p01-ch5sk1fk1fl1.tiff,r15c24f05p01-ch4sk1fk1fl1.tiff,r15c24f05p01-ch3sk1fk1fl1.tiff,r15c24f05p01-ch2sk1fk1fl1.tiff,r15c24f05p01-ch1sk1fk1fl1.tiff
cmqtlpl261-2019-mt,P11,16,5,cmqtlpl261-2019-mt,cmQTL_plate2_6.3.2019,P11,10000,69,r16c11f05p01-ch5sk1fk1fl1.tiff,r16c11f05p01-ch4sk1fk1fl1.tiff,r16c11f05p01-ch3sk1fk1fl1.tiff,r16c11f05p01-ch2sk1fk1fl1.tiff,r16c11f05p01-ch1sk1fk1fl1.tiff
cmqtlpl261-2019-mt,P17,16,5,cmqtlpl261-2019-mt,cmQTL_plate2_6.3.2019,P17,10000,81,r16c17f05p01-ch5sk1fk1fl1.tiff,r16c17f05p01-ch4sk1fk1fl1.tiff,r16c17f05p01-ch3sk1fk1fl1.tiff,r16c17f05p01-ch2sk1fk1fl1.tiff,r16c17f05p01-ch1sk1fk1fl1.tiff
BR00106708,A03,1,5,BR00106708,cmQTL_plate4_8.9.2019,A03,10000,170,r01c03f05p01-ch5sk1fk1fl1.tiff,r01c03f05p01-ch4sk1fk1fl1.tiff,r01c03f05p01-ch3sk1fk1fl1.tiff,r01c03f05p01-ch2sk1fk1fl1.tiff,r01c03f05p01-ch1sk1fk1fl1.tiff
BR00106708,A11,1,5,BR00106708,cmQTL_plate4_8.9.2019,A11,10000,174,r01c11f05p01-ch5sk1fk1fl1.tiff,r01c11f05p01-ch4sk1fk1fl1.tiff,r01c11f05p01-ch3sk1fk1fl1.tiff,r01c11f05p01-ch2sk1fk1fl1.tiff,r01c11f05p01-ch1sk1fk1fl1.tiff
BR00106708,B05,2,5,BR00106708,cmQTL_plate4_8.9.2019,B05,10000,149,r02c05f05p01-ch5sk1fk1fl1.tiff,r02c05f05p01-ch4sk1fk1fl1.tiff,r02c05f05p01-ch3sk1fk1fl1.tiff,r02c05f05p01-ch2sk1fk1fl1.tiff,r02c05f05p01-ch1sk1fk1fl1.tiff
BR00106708,B18,2,5,BR00106708,cmQTL_plate4_8.9.2019,B18,10000,142,r02c18f05p01-ch5sk1fk1fl1.tiff,r02c18f05p01-ch4sk1fk1fl1.tiff,r02c18f05p01-ch3sk1fk1fl1.tiff,r02c18f05p01-ch2sk1fk1fl1.tiff,r02c18f05p01-ch1sk1fk1fl1.tiff
BR00106708,B19,2,5,BR00106708,cmQTL_plate4_8.9.2019,B19,10000,156,r02c19f05p01-ch5sk1fk1fl1.tiff,r02c19f05p01-ch4sk1fk1fl1.tiff,r02c19f05p01-ch3sk1fk1fl1.tiff,r02c19f05p01-ch2sk1fk1fl1.tiff,r02c19f05p01-ch1sk1fk1fl1.tiff
BR00106708,B23,2,5,BR00106708,cmQTL_plate4_8.9.2019,B23,10000,152,r02c23f05p01-ch5sk1fk1fl1.tiff,r02c23f05p01-ch4sk1fk1fl1.tiff,r02c23f05p01-ch3sk1fk1fl1.tiff,r02c23f05p01-ch2sk1fk1fl1.tiff,r02c23f05p01-ch1sk1fk1fl1.tiff
BR00106708,C03,3,5,BR00106708,cmQTL_plate4_8.9.2019,C03,10000,179,r03c03f05p01-ch5sk1fk1fl1.tiff,r03c03f05p01-ch4sk1fk1fl1.tiff,r03c03f05p01-ch3sk1fk1fl1.tiff,r03c03f05p01-ch2sk1fk1fl1.tiff,r03c03f05p01-ch1sk1fk1fl1.tiff
BR00106708,C06,3,5,BR00106708,cmQTL_plate4_8.9.2019,C06,10000,177,r03c06f05p01-ch5sk1fk1fl1.tiff,r03c06f05p01-ch4sk1fk1fl1.tiff,r03c06f05p01-ch3sk1fk1fl1.tiff,r03c06f05p01-ch2sk1fk1fl1.tiff,r03c06f05p01-ch1sk1fk1fl1.tiff
BR00106708,C12,3,5,BR00106708,cmQTL_plate4_8.9.2019,C12,10000,169,r03c12f05p01-ch5sk1fk1fl1.tiff,r03c12f05p01-ch4sk1fk1fl1.tiff,r03c12f05p01-ch3sk1fk1fl1.tiff,r03c12f05p01-ch2sk1fk1fl1.tiff,r03c12f05p01-ch1sk1fk1fl1.tiff
BR00106708,D01,4,5,BR00106708,cmQTL_plate4_8.9.2019,D01,10000,157,r04c01f05p01-ch5sk1fk1fl1.tiff,r04c01f05p01-ch4sk1fk1fl1.tiff,r04c01f05p01-ch3sk1fk1fl1.tiff,r04c01f05p01-ch2sk1fk1fl1.tiff,r04c01f05p01-ch1sk1fk1fl1.tiff
BR00106708,D07,4,5,BR00106708,cmQTL_plate4_8.9.2019,D07,10000,182,r04c07f05p01-ch5sk1fk1fl1.tiff,r04c07f05p01-ch4sk1fk1fl1.tiff,r04c07f05p01-ch3sk1fk1fl1.tiff,r04c07f05p01-ch2sk1fk1fl1.tiff,r04c07f05p01-ch1sk1fk1fl1.tiff
BR00106708,D10,4,5,BR00106708,cmQTL_plate4_8.9.2019,D10,10000,147,r04c10f05p01-ch5sk1fk1fl1.tiff,r04c10f05p01-ch4sk1fk1fl1.tiff,r04c10f05p01-ch3sk1fk1fl1.tiff,r04c10f05p01-ch2sk1fk1fl1.tiff,r04c10f05p01-ch1sk1fk1fl1.tiff
BR00106708,D15,4,5,BR00106708,cmQTL_plate4_8.9.2019,D15,10000,178,r04c15f05p01-ch5sk1fk1fl1.tiff,r04c15f05p01-ch4sk1fk1fl1.tiff,r04c15f05p01-ch3sk1fk1fl1.tiff,r04c15f05p01-ch2sk1fk1fl1.tiff,r04c15f05p01-ch1sk1fk1fl1.tiff
BR00106708,D17,4,5,BR00106708,cmQTL_plate4_8.9.2019,D17,10000,183,r04c17f05p01-ch5sk1fk1fl1.tiff,r04c17f05p01-ch4sk1fk1fl1.tiff,r04c17f05p01-ch3sk1fk1fl1.tiff,r04c17f05p01-ch2sk1fk1fl1.tiff,r04c17f05p01-ch1sk1fk1fl1.tiff
BR00106708,D22,4,5,BR00106708,cmQTL_plate4_8.9.2019,D22,10000,146,r04c22f05p01-ch5sk1fk1fl1.tiff,r04c22f05p01-ch4sk1fk1fl1.tiff,r04c22f05p01-ch3sk1fk1fl1.tiff,r04c22f05p01-ch2sk1fk1fl1.tiff,r04c22f05p01-ch1sk1fk1fl1.tiff
BR00106708,E17,5,5,BR00106708,cmQTL_plate4_8.9.2019,E17,10000,163,r05c17f05p01-ch5sk1fk1fl1.tiff,r05c17f05p01-ch4sk1fk1fl1.tiff,r05c17f05p01-ch3sk1fk1fl1.tiff,r05c17f05p01-ch2sk1fk1fl1.tiff,r05c17f05p01-ch1sk1fk1fl1.tiff
BR00106708,F02,6,5,BR00106708,cmQTL_plate4_8.9.2019,F02,10000,167,r06c02f05p01-ch5sk1fk1fl1.tiff,r06c02f05p01-ch4sk1fk1fl1.tiff,r06c02f05p01-ch3sk1fk1fl1.tiff,r06c02f05p01-ch2sk1fk1fl1.tiff,r06c02f05p01-ch1sk1fk1fl1.tiff
BR00106708,F04,6,5,BR00106708,cmQTL_plate4_8.9.2019,F04,10000,181,r06c04f05p01-ch5sk1fk1fl1.tiff,r06c04f05p01-ch4sk1fk1fl1.tiff,r06c04f05p01-ch3sk1fk1fl1.tiff,r06c04f05p01-ch2sk1fk1fl1.tiff,r06c04f05p01-ch1sk1fk1fl1.tiff
BR00106708,F12,6,5,BR00106708,cmQTL_plate4_8.9.2019,F12,10000,173,r06c12f05p01-ch5sk1fk1fl1.tiff,r06c12f05p01-ch4sk1fk1fl1.tiff,r06c12f05p01-ch3sk1fk1fl1.tiff,r06c12f05p01-ch2sk1fk1fl1.tiff,r06c12f05p01-ch1sk1fk1fl1.tiff
BR00106708,G10,7,5,BR00106708,cmQTL_plate4_8.9.2019,G10,10000,164,r07c10f05p01-ch5sk1fk1fl1.tiff,r07c10f05p01-ch4sk1fk1fl1.tiff,r07c10f05p01-ch3sk1fk1fl1.tiff,r07c10f05p01-ch2sk1fk1fl1.tiff,r07c10f05p01-ch1sk1fk1fl1.tiff
BR00106708,G15,7,5,BR00106708,cmQTL_plate4_8.9.2019,G15,10000,168,r07c15f05p01-ch5sk1fk1fl1.tiff,r07c15f05p01-ch4sk1fk1fl1.tiff,r07c15f05p01-ch3sk1fk1fl1.tiff,r07c15f05p01-ch2sk1fk1fl1.tiff,r07c15f05p01-ch1sk1fk1fl1.tiff
BR00106708,G23,7,5,BR00106708,cmQTL_plate4_8.9.2019,G23,10000,151,r07c23f05p01-ch5sk1fk1fl1.tiff,r07c23f05p01-ch4sk1fk1fl1.tiff,r07c23f05p01-ch3sk1fk1fl1.tiff,r07c23f05p01-ch2sk1fk1fl1.tiff,r07c23f05p01-ch1sk1fk1fl1.tiff
BR00106708,H02,8,5,BR00106708,cmQTL_plate4_8.9.2019,H02,10000,145,r08c02f05p01-ch5sk1fk1fl1.tiff,r08c02f05p01-ch4sk1fk1fl1.tiff,r08c02f05p01-ch3sk1fk1fl1.tiff,r08c02f05p01-ch2sk1fk1fl1.tiff,r08c02f05p01-ch1sk1fk1fl1.tiff
BR00106708,H04,8,5,BR00106708,cmQTL_plate4_8.9.2019,H04,10000,175,r08c04f05p01-ch5sk1fk1fl1.tiff,r08c04f05p01-ch4sk1fk1fl1.tiff,r08c04f05p01-ch3sk1fk1fl1.tiff,r08c04f05p01-ch2sk1fk1fl1.tiff,r08c04f05p01-ch1sk1fk1fl1.tiff
BR00106708,H07,8,5,BR00106708,cmQTL_plate4_8.9.2019,H07,10000,159,r08c07f05p01-ch5sk1fk1fl1.tiff,r08c07f05p01-ch4sk1fk1fl1.tiff,r08c07f05p01-ch3sk1fk1fl1.tiff,r08c07f05p01-ch2sk1fk1fl1.tiff,r08c07f05p01-ch1sk1fk1fl1.tiff
BR00106708,H14,8,5,BR00106708,cmQTL_plate4_8.9.2019,H14,10000,161,r08c14f05p01-ch5sk1fk1fl1.tiff,r08c14f05p01-ch4sk1fk1fl1.tiff,r08c14f05p01-ch3sk1fk1fl1.tiff,r08c14f05p01-ch2sk1fk1fl1.tiff,r08c14f05p01-ch1sk1fk1fl1.tiff
BR00106708,H20,8,5,BR00106708,cmQTL_plate4_8.9.2019,H20,10000,150,r08c20f05p01-ch5sk1fk1fl1.tiff,r08c20f05p01-ch4sk1fk1fl1.tiff,r08c20f05p01-ch3sk1fk1fl1.tiff,r08c20f05p01-ch2sk1fk1fl1.tiff,r08c20f05p01-ch1sk1fk1fl1.tiff
